d,t,l
2023-01-01,0,95
2023-01-01,1,108
2023-01-01,2,115
2023-01-01,3,115
2023-01-01,4,107
2023-01-01,5,94
2023-01-01,6,80
2023-01-01,7,68
2023-01-01,8,63
2023-01-01,9,66
2023-01-01,10,77
2023-01-01,11,92
2023-01-01,12,109
2023-01-01,13,124
2023-01-01,14,132
2023-01-01,15,133
2023-01-01,16,124
2023-01-01,17,107
2023-01-01,18,85
2023-01-01,19,64
2023-01-01,20,48
2023-01-01,21,41
2023-01-01,22,44
2023-01-01,23,55
2023-01-02,0,71
2023-01-02,1,89
2023-01-02,2,104
2023-01-02,3,115
2023-01-02,4,117
2023-01-02,5,111
2023-01-02,6,99
2023-01-02,7,85
2023-01-02,8,73
2023-01-02,9,69
2023-01-02,10,73
2023-01-02,11,85
2023-01-02,12,101
2023-01-02,13,119
2023-01-02,14,134
2023-01-02,15,141
2023-01-02,16,139
2023-01-02,17,127
2023-01-02,18,105
2023-01-02,19,78
2023-01-02,20,52
2023-01-02,21,34
2023-01-02,22,25
2023-01-02,23,29
2023-01-03,0,42
2023-01-03,1,62
2023-01-03,2,85
2023-01-03,3,105
2023-01-03,4,118
2023-01-03,5,122
2023-01-03,6,117
2023-01-03,7,104
2023-01-03,8,89
2023-01-03,9,77
2023-01-03,10,72
2023-01-03,11,77
2023-01-03,12,91
2023-01-03,13,109
2023-01-03,14,128
2023-01-03,15,144
2023-01-03,16,151
2023-01-03,17,146
2023-01-03,18,129
2023-01-03,19,102
2023-01-03,20,69
2023-01-03,21,39
2023-01-03,22,18
2023-01-03,23,9
2023-01-04,0,15
2023-01-04,1,32
2023-01-04,2,57
2023-01-04,3,84
2023-01-04,4,108
2023-01-04,5,125
2023-01-04,6,130
2023-01-04,7,123
2023-01-04,8,108
2023-01-04,9,91
2023-01-04,10,78
2023-01-04,11,73
2023-01-04,12,79
2023-01-04,13,95
2023-01-04,14,116
2023-01-04,15,137
2023-01-04,16,153
2023-01-04,17,159
2023-01-04,18,152
2023-01-04,19,130
2023-01-04,20,97
2023-01-04,21,60
2023-01-04,22,26
2023-01-04,23,3
2023-01-05,0,-5
2023-01-05,1,3
2023-01-05,2,25
2023-01-05,3,55
2023-01-05,4,87
2023-01-05,5,114
2023-01-05,6,132
2023-01-05,7,137
2023-01-05,8,128
2023-01-05,9,111
2023-01-05,10,91
2023-01-05,11,77
2023-01-05,12,73
2023-01-05,13,80
2023-01-05,14,98
2023-01-05,15,122
2023-01-05,16,145
2023-01-05,17,162
2023-01-05,18,166
2023-01-05,19,155
2023-01-05,20,129
2023-01-05,21,91
2023-01-05,22,49
2023-01-05,23,13
2023-01-06,0,-10
2023-01-06,1,-16
2023-01-06,2,-4
2023-01-06,3,22
2023-01-06,4,56
2023-01-06,5,92
2023-01-06,6,122
2023-01-06,7,139
2023-01-06,8,142
2023-01-06,9,131
2023-01-06,10,110
2023-01-06,11,89
2023-01-06,12,75
2023-01-06,13,72
2023-01-06,14,81
2023-01-06,15,102
2023-01-06,16,127
2023-01-06,17,151
2023-01-06,18,167
2023-01-06,19,170
2023-01-06,20,156
2023-01-06,21,125
2023-01-06,22,83
2023-01-06,23,40
2023-01-07,0,3
2023-01-07,1,-18
2023-01-07,2,-20
2023-01-07,3,-5
2023-01-07,4,25
2023-01-07,5,62
2023-01-07,6,99
2023-01-07,7,128
2023-01-07,8,144
2023-01-07,9,144
2023-01-07,10,130
2023-01-07,11,108
2023-01-07,12,86
2023-01-07,13,72
2023-01-07,14,71
2023-01-07,15,83
2023-01-07,16,105
2023-01-07,17,131
2023-01-07,18,155
2023-01-07,19,170
2023-01-07,20,169
2023-01-07,21,152
2023-01-07,22,118
2023-01-07,23,75
2023-01-08,0,31
2023-01-08,1,-3
2023-01-08,2,-21
2023-01-08,3,-19
2023-01-08,4,0
2023-01-08,5,32
2023-01-08,6,70
