d,t,l
2021-01-01,0,63
2021-01-01,1,24
2021-01-01,2,2
2021-01-01,3,4
2021-01-01,4,26
2021-01-01,5,62
2021-01-01,6,104
2021-01-01,7,143
2021-01-01,8,169
2021-01-01,9,177
2021-01-01,10,170
2021-01-01,11,151
2021-01-01,12,125
2021-01-01,13,99
2021-01-01,14,83
2021-01-01,15,85
2021-01-01,16,101
2021-01-01,17,126
2021-01-01,18,155
2021-01-01,19,181
2021-01-01,20,194
2021-01-01,21,189
2021-01-01,22,169
2021-01-01,23,137
2021-01-02,0,94
2021-01-02,1,50
2021-01-02,2,17
2021-01-02,3,4
2021-01-02,4,11
2021-01-02,5,37
2021-01-02,6,76
2021-01-02,7,118
2021-01-02,8,152
2021-01-02,9,170
2021-01-02,10,174
2021-01-02,11,164
2021-01-02,12,143
2021-01-02,13,115
2021-01-02,14,93
2021-01-02,15,83
2021-01-02,16,89
2021-01-02,17,106
2021-01-02,18,132
2021-01-02,19,160
2021-01-02,20,181
2021-01-02,21,188
2021-01-02,22,180
2021-01-02,23,159
2021-01-03,0,125
2021-01-03,1,83
2021-01-03,2,43
2021-01-03,3,17
2021-01-03,4,9
2021-01-03,5,21
2021-01-03,6,50
2021-01-03,7,89
2021-01-03,8,128
2021-01-03,9,156
2021-01-03,10,170
2021-01-03,11,170
2021-01-03,12,158
2021-01-03,13,134
2021-01-03,14,108
2021-01-03,15,89
2021-01-03,16,83
2021-01-03,17,89
2021-01-03,18,107
2021-01-03,19,133
2021-01-03,20,158
2021-01-03,21,174
2021-01-03,22,178
2021-01-03,23,170
2021-01-04,0,148
2021-01-04,1,114
2021-01-04,2,75
2021-01-04,3,42
2021-01-04,4,22
2021-01-04,5,18
2021-01-04,6,33
2021-01-04,7,64
2021-01-04,8,102
2021-01-04,9,135
2021-01-04,10,158
2021-01-04,11,169
2021-01-04,12,167
2021-01-04,13,150
2021-01-04,14,126
2021-01-04,15,102
2021-01-04,16,86
2021-01-04,17,80
2021-01-04,18,86
2021-01-04,19,105
2021-01-04,20,128
2021-01-04,21,149
2021-01-04,22,162
2021-01-04,23,166
2021-01-05,0,159
2021-01-05,1,138
2021-01-05,2,107
2021-01-05,3,74
2021-01-05,4,46
2021-01-05,5,30
2021-01-05,6,31
2021-01-05,7,49
2021-01-05,8,79
2021-01-05,9,112
2021-01-05,10,140
2021-01-05,11,160
2021-01-05,12,168
2021-01-05,13,161
2021-01-05,14,142
2021-01-05,15,119
2021-01-05,16,97
2021-01-05,17,80
2021-01-05,18,73
2021-01-05,19,80
2021-01-05,20,97
2021-01-05,21,117
2021-01-05,22,134
2021-01-05,23,148
2021-01-06,0,154
2021-01-06,1,148
2021-01-06,2,130
2021-01-06,3,105
2021-01-06,4,78
2021-01-06,5,55
2021-01-06,6,42
2021-01-06,7,46
2021-01-06,8,66
2021-01-06,9,92
2021-01-06,10,119
2021-01-06,11,143
2021-01-06,12,161
2021-01-06,13,165
2021-01-06,14,155
2021-01-06,15,136
2021-01-06,16,113
2021-01-06,17,90
2021-01-06,18,71
2021-01-06,19,65
2021-01-06,20,71
2021-01-06,21,84
2021-01-06,22,100
2021-01-06,23,118
2021-01-07,0,134
2021-01-07,1,143
2021-01-07,2,139
2021-01-07,3,127
2021-01-07,4,109
2021-01-07,5,87
2021-01-07,6,67
2021-01-07,7,58
2021-01-07,8,64
2021-01-07,9,80
2021-01-07,10,100
2021-01-07,11,123
2021-01-07,12,146
2021-01-07,13,160
2021-01-07,14,160
2021-01-07,15,149
2021-01-07,16,132
2021-01-07,17,108
2021-01-07,18,82
2021-01-07,19,63
2021-01-07,20,56
2021-01-07,21,59
2021-01-07,22,66
2021-01-07,23,80
2021-01-08,0,101
2021-01-08,1,122
2021-01-08,2,133
2021-01-08,3,135
2021-01-08,4,130
2021-01-08,5,118
2021-01-08,6,98
2021-01-08,7,81
2021-01-08,8,74
2021-01-08,9,79
2021-01-08,10,89
2021-01-08,11,104
2021-01-08,12,126
2021-01-08,13,147
2021-01-08,14,159
2021-01-08,15,157
2021-01-08,16,148
2021-01-08,17,130
2021-01-08,18,104
2021-01-08,19,75
2021-01-08,20,54
2021-01-08,21,44
2021-01-08,22,41
2021-01-08,23,46
2021-01-09,0,62
2021-01-09,1,87
2021-01-09,2,112
2021-01-09,3,129
2021-01-09,4,139
2021-01-09,5,140
2021-01-09,6,130
2021-01-09,7,110
2021-01-09,8,94
2021-01-09,9,87
2021-01-09,10,87
2021-01-09,11,91
2021-01-09,12,105
2021-01-09,13,127
2021-01-09,14,148
2021-01-09,15,158
2021-01-09,16,159
2021-01-09,17,151
2021-01-09,18,130
2021-01-09,19,99
2021-01-09,20,67
2021-01-09,21,44
2021-01-09,22,28
2021-01-09,23,21
2021-01-10,0,26
2021-01-10,1,48
2021-01-10,2,79
2021-01-10,3,108
2021-01-10,4,132
2021-01-10,5,149
2021-01-10,6,152
2021-01-10,7,140
2021-01-10,8,120
2021-01-10,9,103
2021-01-10,10,92
2021-01-10,11,86
2021-01-10,12,90
2021-01-10,13,105
2021-01-10,14,129
2021-01-10,15,150
2021-01-10,16,163
2021-01-10,17,165
2021-01-10,18,155
2021-01-10,19,129
2021-01-10,20,94
2021-01-10,21,59
2021-01-10,22,30
2021-01-10,23,10
2021-01-11,0,2
2021-01-11,1,12
2021-01-11,2,40
2021-01-11,3,77
2021-01-11,4,113
2021-01-11,5,143
2021-01-11,6,161
2021-01-11,7,162
2021-01-11,8,146
2021-01-11,9,125
2021-01-11,10,105
2021-01-11,11,89
2021-01-11,12,81
2021-01-11,13,87
2021-01-11,14,107
2021-01-11,15,133
2021-01-11,16,156
2021-01-11,17,172
2021-01-11,18,174
2021-01-11,19,158
2021-01-11,20,126
2021-01-11,21,86
2021-01-11,22,47
2021-01-11,23,15
2021-01-12,0,-7
2021-01-12,1,-11
2021-01-12,2,6
2021-01-12,3,40
2021-01-12,4,83
2021-01-12,5,125
2021-01-12,6,156
2021-01-12,7,171
2021-01-12,8,166
2021-01-12,9,147
2021-01-12,10,122
2021-01-12,11,98
2021-01-12,12,81
2021-01-12,13,76
2021-01-12,14,86
2021-01-12,15,110
2021-01-12,16,140
2021-01-12,17,167
2021-01-12,18,182
2021-01-12,19,179
2021-01-12,20,156
2021-01-12,21,120
2021-01-12,22,76
2021-01-12,23,34
2021-01-13,0,0
2021-01-13,1,-18
2021-01-13,2,-15
2021-01-13,3,9
2021-01-13,4,49
2021-01-13,5,97
2021-01-13,6,140
2021-01-13,7,167
2021-01-13,8,175
2021-01-13,9,164
2021-01-13,10,142
2021-01-13,11,113
2021-01-13,12,87
2021-01-13,13,73
2021-01-13,14,73
2021-01-13,15,89
2021-01-13,16,116
2021-01-13,17,150
2021-01-13,18,177
2021-01-13,19,188
2021-01-13,20,178
2021-01-13,21,150
2021-01-13,22,110
2021-01-13,23,64
2021-01-14,0,21
2021-01-14,1,-9
2021-01-14,2,-19
2021-01-14,3,-10
2021-01-14,4,20
2021-01-14,5,64
2021-01-14,6,114
2021-01-14,7,152
2021-01-14,8,172
2021-01-14,9,173
2021-01-14,10,158
2021-01-14,11,131
2021-01-14,12,100
2021-01-14,13,77
2021-01-14,14,68
2021-01-14,15,74
2021-01-14,16,93
2021-01-14,17,124
2021-01-14,18,159
2021-01-14,19,183
2021-01-14,20,186
2021-01-14,21,171
2021-01-14,22,141
2021-01-14,23,98
2021-01-15,0,52
2021-01-15,1,13
2021-01-15,2,-9
2021-01-15,3,-13
2021-01-15,4,2
2021-01-15,5,36
