d,t,l
2022-01-01,0,4
2022-01-01,1,26
2022-01-01,2,61
2022-01-01,3,98
2022-01-01,4,132
2022-01-01,5,156
2022-01-01,6,163
2022-01-01,7,154
2022-01-01,8,134
2022-01-01,9,111
2022-01-01,10,90
2022-01-01,11,77
2022-01-01,12,77
2022-01-01,13,92
2022-01-01,14,117
2022-01-01,15,144
2022-01-01,16,165
2022-01-01,17,174
2022-01-01,18,166
2022-01-01,19,140
2022-01-01,20,102
2022-01-01,21,61
2022-01-01,22,22
2022-01-01,23,-6
2022-01-02,0,-19
2022-01-02,1,-10
2022-01-02,2,18
2022-01-02,3,58
2022-01-02,4,102
2022-01-02,5,140
2022-01-02,6,165
2022-01-02,7,170
2022-01-02,8,158
2022-01-02,9,135
2022-01-02,10,108
2022-01-02,11,84
2022-01-02,12,71
2022-01-02,13,74
2022-01-02,14,92
2022-01-02,15,120
2022-01-02,16,150
2022-01-02,17,173
2022-01-02,18,181
2022-01-02,19,169
2022-01-02,20,138
2022-01-02,21,96
2022-01-02,22,51
2022-01-02,23,9
2022-01-03,0,-20
2022-01-03,1,-29
2022-01-03,2,-15
2022-01-03,3,18
2022-01-03,4,64
2022-01-03,5,112
2022-01-03,6,151
2022-01-03,7,173
2022-01-03,8,174
2022-01-03,9,158
2022-01-03,10,131
2022-01-03,11,101
2022-01-03,12,76
2022-01-03,13,65
2022-01-03,14,72
2022-01-03,15,95
2022-01-03,16,127
2022-01-03,17,160
2022-01-03,18,183
2022-01-03,19,187
2022-01-03,20,169
2022-01-03,21,134
2022-01-03,22,89
2022-01-03,23,40
2022-01-04,0,-1
2022-01-04,1,-27
2022-01-04,2,-30
2022-01-04,3,-10
2022-01-04,4,28
2022-01-04,5,78
2022-01-04,6,126
2022-01-04,7,161
2022-01-04,8,177
2022-01-04,9,173
2022-01-04,10,153
2022-01-04,11,122
2022-01-04,12,91
2022-01-04,13,69
2022-01-04,14,62
2022-01-04,15,74
2022-01-04,16,101
2022-01-04,17,137
2022-01-04,18,170
2022-01-04,19,189
2022-01-04,20,187
2022-01-04,21,165
2022-01-04,22,127
2022-01-04,23,80
2022-01-05,0,33
2022-01-05,1,-5
2022-01-05,2,-24
2022-01-05,3,-21
2022-01-05,4,4
2022-01-05,5,46
2022-01-05,6,96
2022-01-05,7,139
2022-01-05,8,167
2022-01-05,9,176
2022-01-05,10,167
2022-01-05,11,143
2022-01-05,12,112
2022-01-05,13,83
2022-01-05,14,66
2022-01-05,15,64
2022-01-05,16,80
2022-01-05,17,111
2022-01-05,18,146
2022-01-05,19,175
2022-01-05,20,188
2022-01-05,21,181
2022-01-05,22,157
2022-01-05,23,118
2022-01-06,0,73
2022-01-06,1,30
2022-01-06,2,1
2022-01-06,3,-11
2022-01-06,4,-2
2022-01-06,5,26
2022-01-06,6,68
2022-01-06,7,113
2022-01-06,8,148
2022-01-06,9,168
2022-01-06,10,171
2022-01-06,11,158
2022-01-06,12,133
2022-01-06,13,103
2022-01-06,14,80
2022-01-06,15,67
2022-01-06,16,70
2022-01-06,17,88
2022-01-06,18,119
2022-01-06,19,150
2022-01-06,20,173
2022-01-06,21,180
2022-01-06,22,170
2022-01-06,23,145
2022-01-07,0,109
2022-01-07,1,70
2022-01-07,2,36
2022-01-07,3,14
2022-01-07,4,9
2022-01-07,5,21
2022-01-07,6,51
2022-01-07,7,89
2022-01-07,8,125
2022-01-07,9,152
2022-01-07,10,165
2022-01-07,11,164
2022-01-07,12,148
2022-01-07,13,124
2022-01-07,14,100
2022-01-07,15,80
2022-01-07,16,71
2022-01-07,17,75
2022-01-07,18,94
2022-01-07,19,121
2022-01-07,20,147
2022-01-07,21,163
2022-01-07,22,167
2022-01-07,23,157
2022-01-08,0,134
2022-01-08,1,104
2022-01-08,2,73
2022-01-08,3,48
